text,intent
Gần đây tôi thấy bụng cứ hơi chướng lên khi tôi vừa ăn xong,bao_dau_bung
Gần đây tôi thường đau bụng âm ỉ liên tục suốt cả ngày muốn hỏi nên theo dõi thế nào,bao_dau_bung
Tụi em đang tìm hiểu về việc thử thay đổi kiểu tóc mới,other
Lúc làm việc tôi thấy người nóng ran kèm ớn lạnh khi đứng dậy thì nóng rõ hơn,bao_sot
Gần đây tôi thường bụng trên căng căng hơi đau mấy ngày nay không biết có nghiêm trọng không,bao_dau_bung
Hôm nay tôi cảm nhận đau bụng từng đợt mỗi lúc một rõ hơn,bao_dau_bung
Lúc làm việc tôi thấy mệt rã rời làm tôi mệt khi đứng dậy phải cố gắng mới đi nổi,bao_met_moi
Tôi bị căng đầu khi suy nghĩ nhiều gần đây khá thường xuyên muốn tìm cách giảm bớt,bao_dau_dau
Nếu muốn vận động tốt hơn thì bài tập không cần dụng cụ có phù hợp không?,tu_van_tap_luyen
Nếu muốn vận động tốt hơn thì bài tập không cần dụng cụ có phù hợp không?,tu_van_tap_luyen
Sáng đến giờ tôi cứ ho khan ngứa họng khó chịu khiến tôi phải dừng lại để thở,bao_ho
Mấy hôm nay tôi cứ nóng hâm hấp làm tôi thấy khó chịu nhất là lúc vừa ngủ dậy,bao_sot
Hello chatbot một số cách quản lý thời gian hiệu quả phù hợp với người đi làm văn phòng?,other
Gần đây tôi thấy bụng nhói thoáng qua suốt từ đêm qua,bao_dau_bung
Tôi bị ho liên tục làm họng khô khốc làm họng tôi cứ gai gai,bao_ho
Gần đây tôi hay mệt mỏi kéo dài làm người tôi nặng trĩu phải cố gắng mới đi nổi,bao_met_moi
Nếu muốn dẻo dai hơn thì bài tập cardio nhẹ có phù hợp không?,tu_van_tap_luyen
Hôm nay tôi cảm nhận bụng cứ hơi chướng lên mỗi khi tôi hít sâu,bao_dau_bung
Sáng tới giờ tôi thấy đau bụng quặn lại từ sáng đến giờ,bao_dau_bung
Tôi thấy nghi mình đang bị sốt nhẹ mấy hôm nay muốn hỏi có cần đo nhiệt độ thường xuyên,bao_sot
Tôi muốn xây dựng những môn thể thao nhẹ nhàng dễ duy trì phù hợp tập một mình ở nhà?,tu_van_tap_luyen
Sáng đến giờ tôi cứ đau sau gáy đau như bị bó khi đang tập trung làm tôi hơi loạng choạng,bao_dau_dau
"Mỗi tối tôi lại nghĩ linh tinh đủ thứ kèm cảm giác nặng ngực, ngồi yên mà lòng vẫn nôn nao",lo_lang_stress
"Cả ngày tôi cứ căng thẳng suốt kèm hơi hồi hộp, cứ lo tương lai mù mờ",lo_lang_stress
Anh đang tìm hiểu về việc đổi sang chỗ làm mới,other
Chị đang tìm hiểu về ý tưởng chụp ảnh ngoại cảnh với bạn,other
"Gần đây tôi hay nghĩ linh tinh đủ thứ kèm cảm giác nặng ngực, chỉ muốn nằm mà vẫn suy nghĩ",lo_lang_stress
Tôi đang muốn hỏi về phim ảnh tuần này.,other
Mỗi lần hít sâu tôi lại ho khi hít sâu làm họng khô khốc làm họng tôi cứ gai gai,bao_ho
Tôi muốn hỏi một số thói quen tốt buổi sáng?,other
"Khi nghĩ đến công việc tôi thấy lo được lo mất kèm tim đập nhanh, thỉnh thoảng lại thở dài vô thức",lo_lang_stress
Cả ngày nay tôi cứ người bốc hỏa khiến tôi mệt mỏi khi tôi đo nhiệt độ thì cao hơn thường lệ,bao_sot
Anh đang suy nghĩ xem chuyến đi chơi Đà Lạt cuối tuần,other
Dạo này tôi hay ho khục khặc rất khó chịu lúc vừa nằm xuống giường chỉ thấy rất khó chịu,bao_ho
Mình đang bị ho từng cơn về đêm vài ngày nay không biết nên làm gì tiếp,bao_ho
"Dạo này tôi cứ căng đầu khó chịu kèm khó chợp mắt, thấy mọi thứ đều căng thẳng hơn bình thường",lo_lang_stress
Tôi muốn biết về thời tiết gần đây.,other
"Gần đây tôi hay căng thẳng suốt kèm hay giật mình giữa đêm, tâm trí không yên chút nào",lo_lang_stress
Dạo này tôi bị nóng hâm hấp khiến tôi mệt mỏi mỗi khi di chuyển là nóng tăng lên,bao_sot
Bạn ơi một số mẹo tập trung khi làm việc?,other
Gần đây tôi hay mệt rã rời kèm chóng mặt nhẹ phải cố gắng mới đi nổi,bao_met_moi
Tôi thấy nhức hai bên thái dương đau căng căng mỗi khi đổi tư thế làm tôi hơi loạng choạng,bao_dau_dau
Tự nhiên tôi thấy đau bụng âm ỉ mỗi lúc một rõ hơn,bao_dau_bung
"Tôi đang cố gắng hạn chế đồ ngọt, nên ưu tiên những loại thực phẩm nào?",tu_van_dinh_duong
"Cả ngày tôi cứ nghĩ linh tinh đủ thứ kèm hơi hồi hộp, ngồi yên mà lòng vẫn nôn nao",lo_lang_stress
Bọn mình đang suy nghĩ xem việc học thêm ngoại ngữ buổi tối,other
Tôi thấy nóng trong người làm tôi thấy khó chịu khi đứng dậy thì nóng rõ hơn,bao_sot
Tối qua tôi thấy ho liên tục gai gai trong họng làm tôi khó nói tròn câu,bao_ho
Từ sáng đến giờ tôi cứ bụng đầy hơi và nặng nề lâu lâu lại xuất hiện,bao_dau_bung
Cả nhóm đang nghĩ về lịch tham gia buổi hội thảo cuối tuần,other
Dạo này tôi bị ho khi nói chuyện gai gai trong họng khiến tôi phải dừng lại để thở,bao_ho
Một ngày nên chia bữa ăn thế nào cho hợp lý?,tu_van_dinh_duong
"Cả ngày tôi cứ lo lắng không rõ lý do kèm khó ngủ, ngồi yên mà lòng vẫn nôn nao",lo_lang_stress
Cả ngày nay tôi cứ mệt như sắp gục làm người tôi nặng trĩu không còn chút sức nào,bao_met_moi
Gần đây đầu tôi đau quanh mắt nặng đầu khó chịu khi nhìn màn hình lâu khiến đầu cứ ong ong,bao_dau_dau
Sáng đến giờ tôi cứ ho từng cơn kèm rát họng khiến tôi nói chuyện cứ bị vướng,bao_ho
Sáng đến giờ tôi thấy kiệt sức khó tả khiến tôi loạng choạng nhẹ làm tôi chỉ muốn nghỉ ngay,bao_met_moi
"Cả ngày tôi cứ suy nghĩ quá nhiều kèm hơi khó thở nhẹ do lo, đầu cứ quay quay",lo_lang_stress
Hôm nay tôi cảm thấy người nóng ran khó chịu từ lúc đi làm về,bao_sot
Cho tôi hỏi nên ăn gì để tăng sức đề kháng?,tu_van_dinh_duong
Lúc làm việc tôi thấy cơ thể nóng rực khiến tôi mệt mỏi dù không làm gì cũng nóng,bao_sot
Bạn tư vấn giúp mình thực đơn nhiều rau cho cả gia đình?,tu_van_dinh_duong
Tôi bị ho liên tục gai gai trong họng khiến tôi nói chuyện cứ bị vướng,bao_ho
Tôi đang suy nghĩ xem cách quản lý folder trên google drive,other
Tôi muốn hỏi thêm về lịch xem lại ảnh cũ trong máy,other
Tôi thấy nóng trong người khiến tôi phải nghỉ ngơi lúc ngồi một chỗ cũng thấy nóng lên,bao_sot
Bạn gợi ý giúp tôi thực đơn để món ăn ít dầu mỡ?,tu_van_dinh_duong
Sáng tới giờ tôi thấy nóng trong người khiến tôi phải nghỉ ngơi lúc ngồi một chỗ cũng thấy nóng lên,bao_sot
Mỗi lần vận động tôi bị nóng phừng phừng khiến tôi mệt mỏi lúc ngồi một chỗ cũng thấy nóng lên,bao_sot
Nếu muốn vận động tốt hơn thì bài tập không cần dụng cụ có phù hợp không?,tu_van_tap_luyen
Tôi đang muốn tìm hiểu về mẹo tiết kiệm chi tiêu.,other
Dạo này tôi bị nóng phừng phừng làm người tôi cứ nóng như lò than lúc ngồi một chỗ cũng thấy nóng lên,bao_sot
Tôi cứ cảm giác bụng hơi căng tức khi tôi vừa ăn xong,bao_dau_bung
Nếu muốn giữ năng lượng ổn định thì bài tập tại nhà có phù hợp không?,tu_van_tap_luyen
Tôi thấy mệt mỏi kéo dài lúc nào cũng muốn nằm xuống lúc nào cũng thấy đuối,bao_met_moi
Tôi muốn hỏi những bài tập tại chỗ khi không có nhiều thời gian?,tu_van_tap_luyen
Tôi muốn hỏi bài tập giãn cơ sau khi ngồi lâu để cơ thể linh hoạt hơn?,tu_van_tap_luyen
Dạo gần đây tôi hay không thấy thoải mái khi ở nhà mong chatbot gợi ý vài cách đơn giản,lo_lang_stress
Tự nhiên tôi thấy đau đỉnh đầu nhức nhối sau một đêm thiếu ngủ làm tôi hơi loạng choạng,bao_dau_dau
Tôi đang muốn hỏi về sách báo hiện tại.,other
Tôi muốn xây dựng bài tập giãn cơ sau khi ngồi lâu để duy trì sức khỏe lâu dài?,tu_van_tap_luyen
Đồ uống nào tốt cho sức khỏe hơn nước ngọt?,tu_van_dinh_duong
Hôm nay tôi cảm nhận bụng nhói thoáng qua một chút rồi lại hết,bao_dau_bung
Nếu muốn tăng sức bền thì bài tập nhẹ có phù hợp không?,tu_van_tap_luyen
Nếu muốn giảm mệt mỏi thì bài tập giãn cơ có phù hợp không?,tu_van_tap_luyen
Gần đây tôi hay mệt rã rời làm tôi mệt khi đứng dậy không còn chút sức nào,bao_met_moi
Tụi anh muốn hỏi thêm về một buổi picnic cuối tuần ở công viên,other
Dạo này tôi cảm giác nhức hai bên thái dương âm ỉ mỗi khi đổi tư thế khó chịu suốt từ sáng,bao_dau_dau
Nếu muốn tăng sức bền thì bài tập nhẹ có phù hợp không?,tu_van_tap_luyen
Tôi thấy nhức hai bên thái dương âm ỉ sau khi làm việc nhiều khiến đầu cứ ong ong,bao_dau_dau
"Dạo này tôi cứ cảm giác áp lực đè nặng kèm cảm giác nặng ngực, không tập trung làm được việc gì",lo_lang_stress
Dạo này tôi bị ho khan gai gai trong họng làm họng tôi cứ gai gai,bao_ho
Tui đang bàn với bạn về ý tưởng chụp ảnh ngoại cảnh với bạn,other
Có thực phẩm nào giúp cơ thể nhiều năng lượng hơn không?,tu_van_dinh_duong
Nếu muốn giữ năng lượng ổn định thì bài tập tại nhà có phù hợp không?,tu_van_tap_luyen
Gần đây tôi hay mệt kiểu không còn chút sức nào làm tôi mệt khi đứng dậy lúc nào cũng thấy đuối,bao_met_moi
Dạo gần đây tôi hay căng thẳng chuyện gia đình khiến tôi hay thấp thỏm lo âu,lo_lang_stress
Chị đang tìm hiểu về việc chỉnh lại bố cục bàn học,other
Có gợi ý bài tập cho người bận rộn dễ thực hiện không?,tu_van_tap_luyen
Mấy hôm nay tôi cứ ho khan làm họng khô khốc cứ ho xong là cổ họng vướng vướng,bao_ho
Tôi đang quan tâm đến thời tiết được quan tâm.,other
Nếu không uống nước ngọt nữa thì nên thay bằng loại đồ uống nào tốt hơn?,tu_van_dinh_duong
Mấy hôm nay tôi cứ người nóng ran làm người tôi cứ nóng như lò than lúc ngồi một chỗ cũng thấy nóng lên,bao_sot
"Cả ngày tôi cứ cảm giác áp lực đè nặng kèm tim đập nhanh, chỉ muốn nằm mà vẫn suy nghĩ",lo_lang_stress
Tự nhiên tôi cảm thấy không thấy thoải mái khi ở nhà,lo_lang_stress
"Cả ngày tôi cứ căng thẳng suốt kèm khó ngủ, chỉ muốn nằm mà vẫn suy nghĩ",lo_lang_stress
Tôi đang muốn hỏi về mua sắm năm nay.,other
Tự nhiên tôi thấy người lờ đờ khó tập trung do vừa trải qua kỳ thi căng thẳng,bao_met_moi
Sáng tới giờ tôi thấy đầy hơi khó chịu một chút rồi lại hết,bao_dau_bung
Từ sáng đến giờ tôi cứ bụng căng lại mỗi lần ăn xong hôm nay cả buổi chiều,bao_dau_bung
Dạo gần đây mình cứ thấy không có sức làm việc không rõ có nghiêm trọng không,bao_met_moi
"Mỗi tối tôi lại suy nghĩ quá nhiều kèm khó chợp mắt, không tập trung làm được việc gì",lo_lang_stress
Tôi nên bổ sung gì để tăng sức đề kháng?,tu_van_dinh_duong
Tôi đang muốn hỏi về nhiếp ảnh tuần này.,other
Sáng đến giờ tôi cứ đau quanh mắt âm ỉ mỗi lần xoay cổ cảm giác nặng như bị đè xuống,bao_dau_dau
Bạn ơi cách sắp xếp công việc trong ngày hợp lý được không?,other
Tôi cứ cảm giác đau quanh rốn nhẹ nhẹ lúc tôi đang ngồi,bao_dau_bung
Nếu muốn tăng sức bền thì bài tập nhẹ có phù hợp không?,tu_van_tap_luyen
Những món nào phù hợp để đồ ăn vặt nhưng không hại sức khỏe?,tu_van_dinh_duong
Tự nhiên tôi cứ ho có đờm làm họng khô khốc làm tôi khó nói tròn câu,bao_ho
Gần đây đầu tôi đau vùng trán nhức nhối lúc vừa ngủ dậy cảm giác nặng như bị đè xuống,bao_dau_dau
"Thời gian gần đây tôi bị cảm giác áp lực đè nặng kèm khó ngủ, cảm giác như không thư giãn nổi",lo_lang_stress
Tôi muốn tham khảo ý kiến về việc học thêm kỹ năng thuyết trình,other
Dạo này tôi hay bụng dưới hơi nhói khi đi lại mỗi tối trước khi ngủ,bao_dau_bung
Có bài tập nào phù hợp người ít vận động không?,tu_van_tap_luyen
Mỗi lần vận động tôi bị nóng hâm hấp làm đầu tôi nóng bừng mỗi khi di chuyển là nóng tăng lên,bao_sot
Sáng tới giờ tôi thấy người nóng bất thường khiến tôi nóng hơn mọi khi mà tôi đo được cao hơn mọi hôm,bao_sot
Sáng tới giờ tôi thấy người nóng bất thường làm người tôi cứ nóng như lò than mỗi khi di chuyển là nóng tăng lên,bao_sot
Nếu muốn giữ năng lượng ổn định thì bài tập tại nhà có phù hợp không?,tu_van_tap_luyen
Cả ngày nay tôi cứ nóng hâm hấp làm người tôi cứ nóng như lò than lúc ngồi một chỗ cũng thấy nóng lên,bao_sot
Thỉnh thoảng tôi bị đau vùng trán nhức như búa bổ khi đang tập trung khó chịu suốt từ sáng,bao_dau_dau
Tôi thấy nóng hâm hấp làm đầu tôi nóng bừng dù không làm gì cũng nóng,bao_sot
Có thực phẩm nào giúp cơ thể nhiều năng lượng hơn không?,tu_van_dinh_duong
Cả nhóm muốn sắp xếp lại việc in ảnh dán vào sổ tay,other
Muốn ăn uống lành mạnh hơn thì nên bắt đầu từ đâu?,tu_van_dinh_duong
Có thực đơn lành mạnh nào giúp tôi món giàu đạm nhưng vẫn nhẹ bụng?,tu_van_dinh_duong
Dạo này bụng tôi đầy hơi khó chịu mỗi lúc một rõ hơn,bao_dau_bung
Tui đang suy nghĩ xem chuyến đi chơi Đà Lạt cuối tuần,other
Tôi thấy đau lan hai bên đầu đau căng căng khi cúi xuống cảm giác nặng như bị đè xuống,bao_dau_dau
Chị nên tập gì để tăng sức bền?,tu_van_tap_luyen
Thỉnh thoảng tôi bị ho có đờm ngứa họng khó chịu khiến tôi nói chuyện cứ bị vướng,bao_ho
"Tôi muốn tăng cơ thể lực nhưng vẫn ăn uống lành mạnh, nên chọn món gì?",tu_van_dinh_duong
Hôm nay tôi cảm nhận bụng ê ê khó tả suốt từ đêm qua,bao_dau_bung
