text,intent
"Tôi bị khó chịu vùng bụng từ sáng tới giờ",bao_dau_bung
"Bụng hơi quặn lúc mới ngủ dậy",bao_dau_bung
"Tôi bị đau bụng kéo nhẹ từng cơn",bao_dau_bung
"Bụng đầy hơi khiến tôi khó chịu",bao_dau_bung
"Tự nhiên bụng đau nhẹ và hơi thắt lại",bao_dau_bung
"Tôi cảm giác bụng như bị ép lại",bao_dau_bung
"Bụng đau âm ỉ suốt mấy tiếng nay",bao_dau_bung
"Bụng dưới căng tức khó chịu",bao_dau_bung
"Tôi bị đau quặn bụng rồi lại hết",bao_dau_bung
"Bụng tôi hơi đau khi ngồi lâu",bao_dau_bung
"Cảm giác chướng bụng và hơi đau âm ỉ",bao_dau_bung
"Bụng dưới lâm râm khó chịu suốt buổi",bao_dau_bung
"Tôi thấy bụng bị co nhẹ từng đợt",bao_dau_bung
"Bụng đầy hơi từ sáng đến giờ",bao_dau_bung
"Tôi đau bụng nhẹ khi vừa ăn xong",bao_dau_bung
"Bụng dưới của tôi đau âm ỉ từng lúc",bao_dau_bung
"Tự nhiên bụng thấy khó chịu và căng tức",bao_dau_bung
"Cảm giác bụng quặn một chút rồi hết",bao_dau_bung
"Tối qua tôi bị đau bụng nhẹ",bao_dau_bung
"Bụng bị căng lên và hơi đau",bao_dau_bung
"Đau bụng âm ỉ mỗi khi đi lại",bao_dau_bung
"Tôi thấy bụng dưới hơi thắt lại",bao_dau_bung
"Bụng trên khó chịu và đau nhẹ",bao_dau_bung
"Tôi bị chướng bụng cả buổi chiều",bao_dau_bung
"Bụng tôi hơi cồn cào và khó chịu",bao_dau_bung
"Đau bụng từng cơn nhưng nhẹ",bao_dau_bung
"Tự nhiên bụng đau nhói rồi âm ỉ lại",bao_dau_bung
"Bụng cứ lâm râm suốt không hết",bao_dau_bung
"Tôi cảm thấy đầy hơi khó chịu",bao_dau_bung
"Bụng bị thắt nhẹ vài phút",bao_dau_bung
"Tôi đau bụng dưới âm ỉ từ sáng sớm",bao_dau_bung
"Bụng quặn nhẹ khi đứng dậy",bao_dau_bung
"Tôi cảm giác bụng hơi căng căng",bao_dau_bung
"Bụng khó chịu và đầy hơi",bao_dau_bung
"Bụng dưới đau lâm râm từng lúc",bao_dau_bung
"Tôi thấy bụng hơi quặn khi ngồi",bao_dau_bung
"Bụng âm ỉ khó chịu sau khi ăn",bao_dau_bung
"Đau bụng nhẹ nhưng kéo dài",bao_dau_bung
"Tôi thấy bụng hơi cứng và khó chịu",bao_dau_bung
"Bụng đau âm ỉ không rõ lý do",bao_dau_bung
"Cảm giác bụng nặng và hơi đau",bao_dau_bung
"Tôi thấy đau bụng khi di chuyển",bao_dau_bung
"Bụng dưới bị nhói nhẹ vài lần",bao_dau_bung
"Tôi cảm giác đầy hơi trong bụng",bao_dau_bung
"Bụng bị âm ỉ cả buổi tối",bao_dau_bung
"Đau bụng nhẹ mỗi khi ăn xong",bao_dau_bung
"Tối nay tôi đau bụng âm ỉ",bao_dau_bung
"Bụng hơi đau và căng tức",bao_dau_bung
"Tôi bị đau quặn bụng nhẹ",bao_dau_bung
"Bụng dưới đau khi ngồi xổm",bao_dau_bung
"Tôi cảm giác khó chịu vùng bụng",bao_dau_bung
"Bụng đau âm ỉ khi nằm nghiêng",bao_dau_bung
"Tôi thấy bụng bị đầy hơi và đau nhẹ",bao_dau_bung
"Bụng quặn từng chút một",bao_dau_bung
"Bụng tôi bị nặng và hơi đau",bao_dau_bung
"Tôi cảm thấy bụng hơi thắt lại",bao_dau_bung
"Đau bụng nhẹ ngắt quãng",bao_dau_bung
"Bụng dưới đau kiểu âm ỉ",bao_dau_bung
"Tôi cảm giác chướng bụng khá khó chịu",bao_dau_bung
"Bụng đau lâm râm gần một giờ nay",bao_dau_bung
"Tôi bị đầy hơi khiến bụng khó chịu",bao_dau_bung
"Bụng âm ỉ lúc đứng, lúc ngồi",bao_dau_bung
"Đau bụng dưới nhẹ nhưng dai dẳng",bao_dau_bung
"Bụng tôi hơi quặn mỗi khi cúi xuống",bao_dau_bung
"Tôi thấy bụng căng lên bất thường",bao_dau_bung
"Bụng đau nhẹ từng đợt",bao_dau_bung
"Bụng dưới hơi tức và khó chịu",bao_dau_bung
"Tôi cảm giác bụng hơi bị co thắt",bao_dau_bung
"Bụng cứ đầy hơi từ sáng đến giờ",bao_dau_bung
"Tự nhiên bụng dưới bị đau nhẹ",bao_dau_bung
"Bụng âm ỉ khi vừa tỉnh dậy",bao_dau_bung
"Tôi đau bụng mỗi lần ngồi lâu",bao_dau_bung
"Bụng bị khó chịu và hơi nhói",bao_dau_bung
"Tôi thấy bụng thỉnh thoảng đau âm ỉ",bao_dau_bung
"Bụng quặn nhẹ rồi lại hết",bao_dau_bung
"Tôi cảm giác bụng hơi cứng lại",bao_dau_bung
"Bụng bị chướng nhẹ cả buổi sáng",bao_dau_bung
"Bụng dưới hơi âm ỉ khó chịu",bao_dau_bung
"Cảm giác bụng nặng và đầy hơi",bao_dau_bung
"Tôi đau bụng nhẹ nhưng liên tục",bao_dau_bung
"Bụng dưới tự nhiên căng và đau nhẹ",bao_dau_bung
"Tôi bị đau quặn vài lần trong ngày",bao_dau_bung
"Bụng âm ỉ một lúc rồi giảm",bao_dau_bung
"Tôi cảm thấy bụng hơi nóng và khó chịu",bao_dau_bung
"Bụng bị đau nhẹ khi xoay người",bao_dau_bung
"Tôi bị đầy hơi sau khi ăn",bao_dau_bung
"Bụng lâm râm từ lúc trưa",bao_dau_bung
"Bụng đau âm ỉ khi đang làm việc",bao_dau_bung
"Tôi thấy bụng dưới hơi sưng sưng",bao_dau_bung
"Bụng đau nhẹ mỗi khi đi lại",bao_dau_bung
"Tôi bị căng bụng và hơi khó chịu",bao_dau_bung
"Bụng quặn nhẹ sau bữa ăn",bao_dau_bung
"Tôi đau bụng từ chiều đến giờ",bao_dau_bung
"Bụng dưới cứ nhói nhẹ vài lần",bao_dau_bung
"Tôi cảm giác bụng khó chịu và hơi đau",bao_dau_bung
"Bụng bị lâm râm cả buổi tối",bao_dau_bung
"Bụng âm ỉ khi đứng quá lâu",bao_dau_bung
"Tôi bị chướng bụng suốt buổi",bao_dau_bung
"Bụng dưới hơi thắt bất chợt",bao_dau_bung
"Tôi cảm giác bụng đầy hơi liên tục",bao_dau_bung
"Bụng đau nhẹ khi đụng vào",bao_dau_bung
"Tự nhiên bụng bị căng khó chịu",bao_dau_bung
"Tôi bị đau bụng lúc đang đi bộ",bao_dau_bung
"Bụng nhói nhẹ từng chút một",bao_dau_bung
"Bụng hơi âm ỉ từ trưa tới giờ",bao_dau_bung
"Tôi thấy bụng bị cứng nhẹ",bao_dau_bung
"Bụng khó chịu và hơi quặn",bao_dau_bung
"Bụng dưới đau âm ỉ khi ngồi lâu",bao_dau_bung
"Tôi cảm giác bụng dưới nặng nặng",bao_dau_bung
"Bụng bị đầy hơi khó chịu cả ngày",bao_dau_bung
"Đau bụng nhẹ từng cơn không liên tục",bao_dau_bung
"Bụng tôi cứ âm ỉ mãi không hết",bao_dau_bung
"Cảm giác bụng dưới bị ép nhẹ",bao_dau_bung
"Bụng hơi nhói rồi lại âm ỉ",bao_dau_bung
"Tôi bị co nhẹ vùng bụng",bao_dau_bung
"Bụng trên hơi căng và đau",bao_dau_bung
"Tối nay bụng tôi khó chịu lắm",bao_dau_bung
"Bụng dưới thắt nhẹ khi đi lại",bao_dau_bung
"Tôi thấy bụng bị đầy hơi lúc ăn tối",bao_dau_bung
"Bụng cứ âm ỉ lúc mạnh lúc nhẹ",bao_dau_bung
"Cảm giác bụng đau nhẹ khi ấn vào",bao_dau_bung
"Tôi bị đau bụng thoáng qua nhiều lần",bao_dau_bung
"Bụng hơi nặng và khó chịu",bao_dau_bung
"Tôi cảm giác bụng dưới co nhẹ",bao_dau_bung
"Bụng đầy hơi từ lúc ngủ dậy",bao_dau_bung
"Tự nhiên bụng tôi đau âm ỉ",bao_dau_bung
"Bụng dưới hơi căng và đau",bao_dau_bung
"Tôi bị đau nhẹ vùng bụng trên",bao_dau_bung
"Bụng quặn vài lần trong buổi sáng",bao_dau_bung
"Tôi cảm thấy bụng hơi khó chịu khi ăn",bao_dau_bung
"Bụng bị đau âm ỉ một bên",bao_dau_bung
"Bụng tôi cứ căng lên khó chịu",bao_dau_bung
"Tôi thấy bụng hơi quặn khi bước đi",bao_dau_bung
"Bụng bị đầy hơi và đau nhẹ suốt",bao_dau_bung
"Cảm giác bụng bị thắt lại vài giây",bao_dau_bung
"Tôi đau bụng dưới lúc đứng lên",bao_dau_bung
"Bụng âm ỉ kéo dài cả ngày",bao_dau_bung
"Tôi bị lâm râm bụng khi làm việc",bao_dau_bung
"Bụng hơi nặng mỗi khi ăn xong",bao_dau_bung
"Tôi cảm giác bụng mềm nhưng khó chịu",bao_dau_bung
"Bụng bị nhói nhẹ liên tục",bao_dau_bung
"Tối qua bụng tôi bị đầy hơi",bao_dau_bung
"Bụng dưới đau một chút rồi hết",bao_dau_bung
"Tôi thấy bụng nặng và hơi đau âm ỉ",bao_dau_bung
"Bụng cứ co nhẹ từng cơn",bao_dau_bung
"Tôi bị căng tức bụng suốt buổi sáng",bao_dau_bung
"Bụng dưới hơi nhói khi ngồi xuống",bao_dau_bung
"Bụng đau nhẹ lặp lại nhiều lần",bao_dau_bung
"Tôi cảm giác bụng như bị chèn ép",bao_dau_bung
"Bụng hơi quặn khi vừa ăn xong",bao_dau_bung
"Tôi thấy đầy bụng và hơi đau",bao_dau_bung
"Bụng âm ỉ nhưng không quá đau",bao_dau_bung
"Bụng dưới hơi khó chịu nãy giờ",bao_dau_bung
"Tôi đau bụng nhẹ khi nằm sấp",bao_dau_bung
"Bụng căng nhẹ khiến tôi khó chịu",bao_dau_bung
"Bụng bị đau âm ỉ lúc đang nghỉ",bao_dau_bung
"Tôi thấy bụng quặn vài lần rồi thôi",bao_dau_bung
"Bụng hơi đau khi di chuyển nhanh",bao_dau_bung
"Cảm giác bụng dưới bị căng tức",bao_dau_bung
"Tôi bị đau bụng âm ỉ lúc mới thức dậy",bao_dau_bung
"Bụng đầy hơi từ trưa đến giờ",bao_dau_bung
"Tôi cảm thấy bụng dưới cứ nặng nặng",bao_dau_bung
"Bụng đau lâm râm và hơi khó chịu",bao_dau_bung
"Tôi thấy bụng bị quặn nhẹ một lúc",bao_dau_bung
"Đầy hơi và bụng hơi thắt lại",bao_dau_bung
"Tôi bị đau bụng nhẹ khi bước nhanh",bao_dau_bung
"Bụng hơi âm ỉ khi đói",bao_dau_bung
"Tôi cảm giác bụng bị căng bất thường",bao_dau_bung
"Bụng dưới lâu lâu lại nhói nhẹ",bao_dau_bung
"Bụng đau âm ỉ giống như bị kéo nhẹ",bao_dau_bung
"Tôi bị khó chịu bụng từ tối qua",bao_dau_bung
"Bụng quặn nhẹ khi ăn nhiều",bao_dau_bung
"Tôi thấy bụng bị phình nhẹ và đau",bao_dau_bung
"Bụng dưới đau lâm râm không rõ lý do",bao_dau_bung
"Tôi cảm giác bụng căng và hơi đau",bao_dau_bung
"Bụng âm ỉ làm tôi khó chịu",bao_dau_bung
"Bụng dưới hơi đau mỗi khi đi lại",bao_dau_bung
"Tôi bị đầy bụng từ sáng đến giờ",bao_dau_bung
"Bụng dưới đau nhẹ từng nhịp",bao_dau_bung
"Bụng bị thắt nhẹ khi ngồi xuống",bao_dau_bung
"Tôi thấy bụng hơi căng cứng",bao_dau_bung
"Bụng đau lâm râm khi cử động mạnh",bao_dau_bung
"Tôi cảm giác bụng hơi cuộn lại",bao_dau_bung
"Bụng bị khó chịu sau khi ăn",bao_dau_bung
"Tôi bị đau bụng nhẹ nhưng kéo dài",bao_dau_bung
"Cảm giác bụng dưới bị co nhẹ",bao_dau_bung
"Bụng hơi đau mỗi khi đổi tư thế",bao_dau_bung
"Tôi thấy chướng bụng nhẹ cả ngày",bao_dau_bung
"Bụng dưới âm ỉ và hơi nặng",bao_dau_bung
"Bụng đau nhẹ khi đi nhanh",bao_dau_bung
"Tôi bị đau âm ỉ vùng bụng",bao_dau_bung
"Bụng thỉnh thoảng bị thắt nhẹ",bao_dau_bung
"Tôi cảm thấy bụng bị đầy hơi bất thường",bao_dau_bung
"Bụng dưới đau âm ỉ liên tục",bao_dau_bung
"Bụng hơi quặn khi đứng lâu",bao_dau_bung
"Tôi bị khó chịu vùng bụng trên",bao_dau_bung
"Bụng đau âm ỉ không giảm",bao_dau_bung
"Tôi cảm giác bụng dưới hơi cứng lại",bao_dau_bung
"Bụng đầy hơi và khó chịu suốt buổi",bao_dau_bung
"Đau bụng kiểu âm ỉ từng đợt",bao_dau_bung
"Tôi đau bụng nhẹ không rõ lý do",bao_dau_bung
"Bụng dưới bị thắt nhẹ nhiều lần",bao_dau_bung
"Tôi cảm thấy bụng hơi nóng và âm ỉ",bao_dau_bung
"Bụng âm ỉ khiến tôi khó chịu khi làm việc",bao_dau_bung
"Bụng dưới hơi đau khi đi lại",bao_dau_bung
"Tôi bị đầy hơi và đau nhẹ vùng bụng",bao_dau_bung
"Bụng cứ quặn từng chút một",bao_dau_bung
"Tôi cảm giác bụng hơi bị ép lại",bao_dau_bung
"Bụng dưới đau nhẹ lúc cúi xuống",bao_dau_bung
"Bụng âm ỉ suốt buổi sáng đến giờ",bao_dau_bung
"Tôi thấy nhức đầu từ sáng",bao_dau_dau
"Đầu tôi đau âm ỉ cả buổi",bao_dau_dau
"Tôi bị đau đầu nhẹ khi mới thức dậy",bao_dau_dau
"Đầu cứ căng căng khó chịu",bao_dau_dau
"Tôi thấy choáng nhẹ khi đứng lên",bao_dau_dau
"Đầu bị nhói thoáng qua vài lần",bao_dau_dau
"Tôi đau đầu mỗi khi tập trung lâu",bao_dau_dau
"Đầu tôi hơi quay quay",bao_dau_dau
"Tôi bị nhức đầu lâm râm từ tối qua",bao_dau_dau
"Đầu căng tức như bị bó lại",bao_dau_dau
"Tôi thấy đầu nặng và khó chịu",bao_dau_dau
"Đầu tôi đau từng cơn nhẹ",bao_dau_dau
"Tôi hơi choáng khi thay đổi tư thế",bao_dau_dau
"Tôi cảm giác đầu bị nặng xuống",bao_dau_dau
"Nhức đầu nhẹ nhưng kéo dài",bao_dau_dau
"Đầu tôi bị đau mỗi khi nhìn màn hình",bao_dau_dau
"Tôi thấy đầu căng sau khi làm việc nhiều",bao_dau_dau
"Đầu hơi đau khi cử động mạnh",bao_dau_dau
"Tôi thấy đầu ong ong",bao_dau_dau
"Đầu bị nhói một chút khi xoay cổ",bao_dau_dau
"Tôi đau đầu nhẹ suốt buổi sáng",bao_dau_dau
"Tôi có cảm giác đầu hơi quay cuồng",bao_dau_dau
"Đầu tôi âm ỉ từ trưa đến giờ",bao_dau_dau
"Tôi thấy hơi choáng khi đi lại",bao_dau_dau
"Đầu nhức nhẹ ở vùng thái dương",bao_dau_dau
"Đầu tôi căng cứng khó chịu",bao_dau_dau
"Tôi bị đau đầu mỗi khi suy nghĩ nhiều",bao_dau_dau
"Nhức đầu từng đợt trong ngày",bao_dau_dau
"Tôi thấy đầu nặng nề bất thường",bao_dau_dau
"Đầu đau âm ỉ khiến tôi khó tập trung",bao_dau_dau
"Tôi hơi chóng mặt khi đứng lâu",bao_dau_dau
"Đầu tôi đau mơ hồ không rõ lý do",bao_dau_dau
"Tôi thấy đầu quay nhẹ khi bước nhanh",bao_dau_dau
"Nhức đầu nhẹ nhưng khó chịu",bao_dau_dau
"Đầu hơi nhức mỗi khi đọc sách",bao_dau_dau
"Tôi cảm giác đầu căng từ sau gáy",bao_dau_dau
"Đầu tôi hơi đau khi chạm vào",bao_dau_dau
"Tôi bị choáng nhẹ lúc cúi xuống",bao_dau_dau
"Đầu nhói nhanh rồi hết",bao_dau_dau
"Tôi thấy đầu hơi chao đảo",bao_dau_dau
"Đầu tôi bị đau khi trời oi bức",bao_dau_dau
"Tôi thấy đau đầu khi thiếu ngủ",bao_dau_dau
"Đầu nặng khó chịu từ trưa",bao_dau_dau
"Tôi thấy hơi choáng khi vừa đứng dậy",bao_dau_dau
"Đầu đau âm ỉ lúc đang làm việc",bao_dau_dau
"Tôi bị nhức đầu phía sau",bao_dau_dau
"Đầu hơi căng sau khi vận động",bao_dau_dau
"Tôi bị đau đầu nhẹ khi căng thẳng",bao_dau_dau
"Đầu tôi quay nhẹ vài giây rồi hết",bao_dau_dau
"Tôi thấy đầu hơi tức tức",bao_dau_dau
"Đầu bị nhói từng chỗ nhỏ",bao_dau_dau
"Tôi bị đau đầu lặp lại suốt ngày",bao_dau_dau
"Tôi cảm giác đầu như bị đè nặng",bao_dau_dau
"Đầu tôi đau khi ngủ dậy muộn",bao_dau_dau
"Tôi hơi choáng mỗi khi quay đầu nhanh",bao_dau_dau
"Đầu tôi căng hai bên thái dương",bao_dau_dau
"Tôi thấy nhức nhẹ trên đỉnh đầu",bao_dau_dau
"Đầu nặng và hơi đau từ sáng",bao_dau_dau
"Tôi cảm giác đầu chập chờn khó chịu",bao_dau_dau
"Đầu hơi đau khi di chuyển nhanh",bao_dau_dau
"Tôi bị đau đầu lúc tập trung lâu",bao_dau_dau
"Đầu tôi hơi quay khi bước xuống cầu thang",bao_dau_dau
"Tôi thấy đầu lăn tăn khó chịu",bao_dau_dau
"Đầu đau nhẹ kéo dài nãy giờ",bao_dau_dau
"Tôi bị nhức đầu mỗi tối",bao_dau_dau
"Cảm giác đầu như căng lên",bao_dau_dau
"Đầu hơi đau lúc đang ăn",bao_dau_dau
"Tôi bị đau đầu sau khi thức khuya",bao_dau_dau
"Đầu tôi nhức từng chút một",bao_dau_dau
"Tôi thấy choáng khi quay người nhanh",bao_dau_dau
"Đầu đau âm ỉ khi thiếu nước",bao_dau_dau
"Tôi cảm giác đầu bị chèn ép",bao_dau_dau
"Đầu hơi căng khiến tôi khó tập trung",bao_dau_dau
"Tôi thấy đầu nặng hơn bình thường",bao_dau_dau
"Đầu bị nhói nhẹ như kim châm",bao_dau_dau
"Tôi hơi choáng khi vừa bước ra ngoài",bao_dau_dau
"Đầu tôi đau khi làm việc liên tục",bao_dau_dau
"Tôi thấy đầu ong ong khó chịu",bao_dau_dau
"Nhức đầu nhẹ khi thức dậy trễ",bao_dau_dau
"Đầu tôi quay mòng mòng lúc mệt",bao_dau_dau
"Tôi cảm giác đầu hơi căng phía trước",bao_dau_dau
"Đầu đau nhẹ kéo dài không dứt",bao_dau_dau
"Tôi hơi nhức đầu khi nhìn màn hình lâu",bao_dau_dau
"Đầu tôi nặng và hơi căng",bao_dau_dau
"Tôi bị đau đầu khi căng mắt",bao_dau_dau
"Đầu hơi đau khi nghiêng sang bên",bao_dau_dau
"Tôi thấy choáng nhẹ vài giây",bao_dau_dau
"Đầu tôi bị đau một bên",bao_dau_dau
"Tôi bị nhức đầu nhẹ buổi sáng",bao_dau_dau
"Đầu căng tức khi làm việc khuya",bao_dau_dau
"Tôi cảm giác đầu quay nhẹ lúc bước nhanh",bao_dau_dau
"Nhức đầu khi thiếu ngủ quá lâu",bao_dau_dau
"Tôi bị đau nhẹ vùng thái dương",bao_dau_dau
"Đầu hơi ong ong sau khi vận động",bao_dau_dau
"Tôi thấy đầu nhói nhẹ rồi biến mất",bao_dau_dau
"Đầu nặng nề khiến tôi mệt",bao_dau_dau
"Tôi hơi choáng khi đứng dậy nhanh",bao_dau_dau
"Đầu tôi bị căng kéo dài",bao_dau_dau
"Tôi đau đầu mỗi khi đọc lâu",bao_dau_dau
"Đầu bị nhức nhẹ từ tối qua",bao_dau_dau
"Tôi cảm giác đầu hơi quay khi xoay cổ",bao_dau_dau
"Đầu âm ỉ khó chịu mỗi tối",bao_dau_dau
"Tôi bị nhức phía sau đầu",bao_dau_dau
"Đầu tôi hơi chao đảo lúc đi bộ",bao_dau_dau
"Tôi thấy đầu căng nhẹ từ sáng",bao_dau_dau
"Đầu bị nhói từng lúc",bao_dau_dau
"Tôi hơi đau đầu khi thức dậy",bao_dau_dau
"Đầu tôi quay nhẹ khi nhìn xuống",bao_dau_dau
"Tôi bị nhức đầu khi thiếu ngủ",bao_dau_dau
"Đầu hơi nặng vào buổi chiều",bao_dau_dau
"Tôi thấy đầu lùng bùng khó chịu",bao_dau_dau
"Đầu tôi đau âm ỉ nhiều giờ",bao_dau_dau
"Nhức đầu nhẹ khi ngồi lâu",bao_dau_dau
"Tôi hơi choáng khi đứng lên đột ngột",bao_dau_dau
"Đầu hơi đau khi di chuyển mạnh",bao_dau_dau
"Tôi đau nhẹ vùng trán",bao_dau_dau
"Đầu bị thắt nhẹ vài giây",bao_dau_dau
"Tôi cảm giác đầu hơi quay khi đói",bao_dau_dau
"Đầu tôi nhức khi tập trung liên tục",bao_dau_dau
"Tôi thấy đầu đau nhẹ buổi chiều",bao_dau_dau
"Đầu bị nặng lúc thời tiết thay đổi",bao_dau_dau
"Tôi hơi choáng khi bước ra khỏi giường",bao_dau_dau
"Đầu tôi đau một chút khi leo cầu thang",bao_dau_dau
"Tôi thấy đầu bị căng nhẹ",bao_dau_dau
"Đầu hơi nhức khi nằm nghiêng",bao_dau_dau
"Tôi cảm giác đầu quay nhẹ một lúc",bao_dau_dau
"Nhức đầu nguyên buổi sáng",bao_dau_dau
"Tôi đau nhẹ vùng đầu bên phải",bao_dau_dau
"Đầu tôi ong ong suốt buổi",bao_dau_dau
"Tôi thấy đầu xoay nhẹ khi mệt",bao_dau_dau
"Đầu hơi căng khi làm nhiều việc",bao_dau_dau
"Tôi bị đau đầu âm ỉ lúc nghỉ trưa",bao_dau_dau
"Đầu tôi hơi nhói mỗi khi quay cổ",bao_dau_dau
"Tôi bị nhức đầu khi nhìn điện thoại lâu",bao_dau_dau
"Đầu nặng hơn bình thường",bao_dau_dau
"Tôi thấy đầu hơi giật giật nhẹ",bao_dau_dau
"Đầu bị đau nhẹ khi nằm xuống",bao_dau_dau
"Tôi cảm giác đầu quay thoáng qua",bao_dau_dau
"Đầu hơi đau lúc mới tỉnh dậy",bao_dau_dau
"Tôi bị đau đầu nhẹ từ trưa",bao_dau_dau
"Đầu căng nặng khi làm việc muộn",bao_dau_dau
"Tôi nhức đầu lâm râm cả ngày",bao_dau_dau
"Đầu tôi hơi lâng lâng khó chịu",bao_dau_dau
"Tôi thấy đầu đau khi xoay nhanh",bao_dau_dau
"Đầu tôi nhói khi nghĩ nhiều",bao_dau_dau
"Tôi hơi choáng khi ngồi dậy",bao_dau_dau
"Đầu đau nhẹ khi thời tiết oi",bao_dau_dau
"Tôi cảm giác đầu hơi nặng khi đi lại",bao_dau_dau
"Đầu tôi căng cứng cả buổi sáng",bao_dau_dau
"Tôi bị đau đầu một lúc rồi giảm",bao_dau_dau
"Đầu nhức nhẹ khi làm việc liên tục",bao_dau_dau
"Tôi thấy đầu quay nhẹ, không mạnh",bao_dau_dau
"Đầu hơi đau khi nghiêng người",bao_dau_dau
"Tôi cảm giác đầu như bị kéo lại",bao_dau_dau
"Đầu tôi hơi nhức lúc nghỉ trưa",bao_dau_dau
"Tôi bị đau đầu nhẹ buổi tối",bao_dau_dau
"Đầu căng khi nhìn máy tính quá lâu",bao_dau_dau
"Tôi hơi chóng mặt khi xoay người",bao_dau_dau
"Đầu tôi đau âm ỉ khi thiếu ngủ",bao_dau_dau
"Tôi thấy đầu ong ong một lúc",bao_dau_dau
"Đầu nhức từng cơn nhỏ",bao_dau_dau
"Tôi cảm giác đầu quay khi mệt",bao_dau_dau
"Đầu hơi nặng khi vừa ăn xong",bao_dau_dau
"Tôi bị nhức đầu khi ngồi lâu",bao_dau_dau
"Đầu tôi hơi căng từ phía sau",bao_dau_dau
"Tôi đau đầu khi phải tập trung nhiều",bao_dau_dau
"Đầu nặng làm tôi khó chịu",bao_dau_dau
"Tôi thấy đầu hơi nhói",bao_dau_dau
"Tôi chao đảo nhẹ khi đi lại nhanh",bao_dau_dau
"Đầu bị căng nhẹ mỗi khi mệt",bao_dau_dau
"Tôi cảm giác đầu quay nhẹ lúc đứng lên",bao_dau_dau
"Đầu tôi đau nhẹ suốt buổi chiều",bao_dau_dau
"Nhức đầu thoáng qua khi đang làm việc",bao_dau_dau
"Tôi hơi choáng khi vừa rời ghế",bao_dau_dau
"Đầu cảm giác bị nặng xuống một chút",bao_dau_dau
"Đầu tôi đau âm ỉ mỗi sáng",bao_dau_dau
"Tôi bị đau nhẹ vùng trán khi làm việc",bao_dau_dau
"Đầu hơi đau khi vận động nhiều",bao_dau_dau
"Tôi thấy đầu quay vòng nhẹ vài giây",bao_dau_dau
"Đầu đau âm ỉ buổi chiều",bao_dau_dau
"Tôi vẫn hơi nhức đầu từ hôm qua",bao_dau_dau
"Đầu tôi hơi căng khi thức lâu",bao_dau_dau
"Tôi cảm giác đầu hơi quay khi đổi hướng",bao_dau_dau
"Đầu bị đau nhẹ khi bước nhanh",bao_dau_dau
"Tôi thấy đầu ong ong như có áp lực",bao_dau_dau
"Đầu tôi nhói nhẹ lúc căng thẳng",bao_dau_dau
"Tôi hơi choáng khi nhìn lên cao",bao_dau_dau
"Đầu nặng và hơi đau cả buổi tối",bao_dau_dau
"Tôi thấy đầu căng từ nãy",bao_dau_dau
"Đầu tôi hơi đau khi ngồi lâu",bao_dau_dau
"Tôi cảm giác đầu quay nhẹ khi đi lại",bao_dau_dau
"Đầu nhức sau khi làm việc quá sức",bao_dau_dau
"Đầu tôi hơi căng mỗi khi tập trung",bao_dau_dau
"Tôi bị đau đầu âm ỉ từ sáng đến giờ",bao_dau_dau
"Đầu hơi xoay nhẹ khi đang đứng",bao_dau_dau
