text,intent
Tôi cảm thấy như mình không kiểm soát được cảm xúc,lo_lang_stress
Đầu bị đau nhẹ khi bước nhanh,bao_dau_dau
Tôi muốn hỏi về cách giãn cơ đúng cách,tu_van_tap_luyen
Tôi ho nhiều khi nằm ngửa,bao_ho
Tôi cứ ho mỗi lần nuốt nước,bao_ho
Bụng tôi hơi quặn mỗi khi cúi xuống,bao_dau_bung
Tôi thấy choáng nhẹ khi đứng lên,bao_dau_dau
Tôi nên thử các bài tập giãn cơ đơn giản trước?,tu_van_tap_luyen
Tôi nên bổ sung loại thực phẩm nào cho đủ chất?,tu_van_dinh_duong
Đầu căng nặng khi làm việc muộn,bao_dau_dau
Cổ họng tôi hơi khô nên bị ho,bao_ho
Tôi bị đầy bụng từ sáng đến giờ,bao_dau_bung
Tôi nên tránh món gì nếu muốn ăn uống lành mạnh?,tu_van_dinh_duong
Tôi cảm thấy hơi mệt nhưng vẫn chịu được,bao_met_moi
Tôi bị lo khi phải đưa ra quyết định,lo_lang_stress
tôi mới dọn phòng xong,other
trời nóng quá,other
bạn biết chơi game không,other
Tôi căng thẳng khi có quá nhiều việc phải làm,lo_lang_stress
Tôi muốn hỏi cách nấu ăn sao cho giữ được chất,tu_van_dinh_duong
Tôi muốn tập theo giáo trình đơn giản,tu_van_tap_luyen
Tôi nên tập bài nào nếu chỉ có 10 phút?,tu_van_tap_luyen
Tôi ho khi vừa thức dậy,bao_ho
Tôi nên ăn thêm loại hạt nào cho dinh dưỡng tốt?,tu_van_dinh_duong
Tôi muốn hỏi món ăn phù hợp buổi tối,tu_van_dinh_duong
Tôi bị ho khan kéo dài,bao_ho
Tôi đau bụng dưới nhiều hơn lúc chiều,bao_dau_bung
Tôi bị ho khan khi thở mạnh,bao_ho
Tôi lo khi cảm thấy áp lực,lo_lang_stress
Tôi muốn hỏi thực đơn không quá nhiều calo,tu_van_dinh_duong
Tôi cần gợi ý bài tập khi rảnh,tu_van_tap_luyen
"Tôi muốn điều chỉnh chế độ dinh dưỡng, nên bắt đầu từ đâu?",tu_van_dinh_duong
Những thực phẩm nào nên tránh khi ăn khuya?,tu_van_dinh_duong
Tôi mệt khi phải tập trung lâu,bao_met_moi
Tôi nên chạy hay đi bộ thì phù hợp hơn?,tu_van_tap_luyen
Bụng dưới đau nhẹ từng nhịp,bao_dau_bung
Nhức đầu nhẹ khi thức dậy trễ,bao_dau_dau
Tôi bị mệt khó chịu từ hôm qua,bao_met_moi
Tôi cần gợi ý bài tập cardio dễ làm,tu_van_tap_luyen
Đầu tôi nhức khi tập trung liên tục,bao_dau_dau
Tôi cảm giác cơ thể bị phát nhiệt,bao_sot
Tôi thấy đầu căng sau khi làm việc nhiều,bao_dau_dau
Tôi nên ăn ít hay nhiều tinh bột?,tu_van_dinh_duong
Tôi muốn giảm đồ chiên rán trong khẩu phần,tu_van_dinh_duong
Tôi muốn bài tập dành cho người bận rộn,tu_van_tap_luyen
Tôi muốn tập luyện nhưng không biết bắt đầu sao,tu_van_tap_luyen
Tôi đau bụng khi nằm nghiêng,bao_dau_bung
cho tôi nghe một bài hát đi,other
Tôi đang muốn thay đổi thói quen ăn uống,tu_van_dinh_duong
Tôi cảm thấy bất an khi phải thay đổi kế hoạch,lo_lang_stress
Tôi bị mệt và đau nhẹ khắp người,bao_met_moi
Đầu tôi nhói một chút rồi giảm,bao_dau_dau
Tôi suy nghĩ nhiều quá nên stress,lo_lang_stress
Tôi muốn biết thực phẩm tốt cho não,tu_van_dinh_duong
Tôi đau đầu khi phải tập trung nhiều,bao_dau_dau
Tôi lo khi có cuộc họp quan trọng,lo_lang_stress
Ho khan khiến tôi khó nói,bao_ho
Bụng dưới đau lâm râm từng lúc,bao_dau_bung
Người tôi nóng hầm hập,bao_sot
Tôi thấy đầu hơi mỏi và căng,bao_dau_dau
Tôi muốn hỏi chế độ ăn tốt cho giấc ngủ,tu_van_dinh_duong
Bụng dưới của tôi đau âm ỉ từng lúc,bao_dau_bung
Tôi bị ho rát họng cả buổi,bao_ho
Tôi cứ ho mỗi khi uống nước,bao_ho
Tôi muốn duy trì khẩu phần ăn hợp lý mỗi ngày,tu_van_dinh_duong
Tôi bị nhức đầu lâm râm từ tối qua,bao_dau_dau
Bụng trên tôi hơi ê ê,bao_dau_bung
Tôi hơi choáng khi vừa rời ghế,bao_dau_dau
Tôi muốn biết cách tập đều mà không quá nặng,tu_van_tap_luyen
Tôi thấy người hơi sốt lên,bao_sot
Tôi muốn hỏi cách duy trì chế độ ăn ổn định,tu_van_dinh_duong
Tôi nên chọn món ăn ít calo hơn không?,tu_van_dinh_duong
Tôi ho có đờm mỗi lần nuốt,bao_ho
Tôi bị ho kéo dài không dứt,bao_ho
Tôi muốn học vài động tác cơ bản trước khi nâng cao,tu_van_tap_luyen
Có thực phẩm nào giúp da đẹp hơn không?,tu_van_dinh_duong
Tôi bị run lên mỗi lần nằm xuống,bao_sot
Đầu tôi quay nhẹ vài giây rồi hết,bao_dau_dau
nhà bạn ở đâu,other
Tôi cảm giác nóng bên trong cơ thể,bao_sot
Tôi thấy mình mệt và yếu,bao_met_moi
Thực phẩm nào giàu omega tự nhiên?,tu_van_dinh_duong
Tôi muốn thực đơn giúp phục hồi sức khỏe,tu_van_dinh_duong
Tôi bị run nhẹ và người nóng,bao_sot
Đầu tôi đau khi ngủ dậy muộn,bao_dau_dau
Tôi ho khi đang làm việc,bao_ho
Tôi thấy đầu hơi nhói,bao_dau_dau
Tôi cảm giác bụng bị khó chịu kéo dài,bao_dau_bung
Tôi ho nhiều khi bị lạnh,bao_ho
Tôi luôn cảm thấy bản thân bị ép vào góc,lo_lang_stress
Tôi nên tập gì buổi chiều cho thoải mái?,tu_van_tap_luyen
Tôi thấy toàn thân nặng nề,bao_met_moi
Tôi mệt suốt mấy ngày nay,bao_met_moi
mai tôi họp sớm,other
Tôi thấy nóng khi nằm ngủ,bao_sot
Tôi thấy đau bụng khi ăn no,bao_dau_bung
Tôi luôn cảm thấy bất an mỗi khi ở một mình,lo_lang_stress
Bụng bị đau âm ỉ lúc đang nghỉ,bao_dau_bung
Tôi thấy mình mệt hơn mọi ngày,bao_met_moi
Tôi cảm giác bụng hơi bị ép lại,bao_dau_bung
Tôi muốn tập luyện cơ bản cho quen thói quen,tu_van_tap_luyen
Tôi lo lắng khi phải trả lời tin nhắn,lo_lang_stress
Đau bụng nhẹ nhưng kéo dài,bao_dau_bung
Tôi dễ hoảng sợ chuyện nhỏ,lo_lang_stress
Bụng tôi đau khi bước nhanh,bao_dau_bung
Cảm giác bụng nặng và hơi đau,bao_dau_bung
Tôi bị đau vùng bụng bên trái,bao_dau_bung
Người tôi nóng rực lên,bao_sot
Tôi nên dành bao nhiêu thời gian cho việc tập mỗi ngày?,tu_van_tap_luyen
bạn biết nấu ăn không,other
Tôi lo lắng vì phải chịu trách nhiệm nhiều việc,lo_lang_stress
Tôi nên chọn thực phẩm tươi hay đông lạnh?,tu_van_dinh_duong
Bụng đầy hơi từ lúc ngủ dậy,bao_dau_bung
Tôi bị ho dai dẳng từ trưa,bao_ho
Tôi muốn tập cho người ít vận động,tu_van_tap_luyen
Cơ thể tôi nóng lên liên tục,bao_sot
Đầu tôi hơi căng từ phía sau,bao_dau_dau
Tôi cần bài tập kéo giãn mỗi ngày,tu_van_tap_luyen
Tôi nên hạn chế loại đồ ăn nào,tu_van_dinh_duong
Tôi cảm giác cơ thể bốc nóng kỳ lạ,bao_sot
Tối qua tôi bị đau bụng nhẹ,bao_dau_bung
Tôi nhức vùng thái dương,bao_dau_dau
Tôi stress khi cứ phải cố tỏ ra ổn,lo_lang_stress
hello bạn,other
Đầu tôi đau khi xoay cổ,bao_dau_dau
Tôi thấy bụng đau khi ăn quá no,bao_dau_bung
Tôi mệt khi ngồi lâu,bao_met_moi
Tôi muốn tập để giảm căng cơ,tu_van_tap_luyen
Bạn tư vấn giúp tôi một menu ăn uống lành mạnh,tu_van_dinh_duong
tối qua tôi thức khuya làm việc,other
Người tôi cứ uể oải mãi không hết,bao_met_moi
Đầu tôi buốt khi quay nhanh,bao_dau_dau
Tôi thấy lạnh toàn thân như sắp sốt,bao_sot
Tôi bị sốt và ê ẩm người,bao_sot
Tôi ho nhẹ khi nói chuyện,bao_ho
Tôi cảm thấy kiệt sức sau khi làm việc,bao_met_moi
Tôi thấy chướng bụng nhẹ cả ngày,bao_dau_bung
Tôi bị sốt nhẹ nhiều giờ,bao_sot
Tôi nghi mình đang bị sốt nhẹ,bao_sot
Bụng đau âm ỉ khi nằm nghiêng,bao_dau_bung
Tôi muốn biết các bài tập giúp vận động toàn thân,tu_van_tap_luyen
Tôi bị ho khi nói nhiều,bao_ho
Bụng bị chướng nhẹ cả buổi sáng,bao_dau_bung
Tôi lo lắng và không thể tập trung,lo_lang_stress
Đầu hơi đau khi vận động nhiều,bao_dau_dau
Tôi bị đau đầu nhẹ khi căng thẳng,bao_dau_dau
Người tôi uể oải từ sáng sớm,bao_met_moi
Tôi bị lạnh toàn thân dù thời tiết ấm,bao_sot
Tôi cảm giác sốt nhẹ nhưng không chắc chắn,bao_sot
Tôi bị ho khan từng lúc,bao_ho
Tôi ho khi uống nước quá nóng,bao_ho
Tôi nên tập gì khi muốn tăng năng lượng,tu_van_tap_luyen
Đầu tôi nhói từng lúc,bao_dau_dau
Bụng bị thắt nhẹ khi ngồi xuống,bao_dau_bung
Tôi nên tránh ăn gì để tốt cho cơ thể,tu_van_dinh_duong
Tôi bị mệt suốt buổi tối,bao_met_moi
Tôi bị nóng và đau đầu,bao_sot
Tôi mệt rã người từ sáng tới giờ,bao_met_moi
Tôi đau bụng âm ỉ khi cúi xuống,bao_dau_bung
Tôi nên khởi động trong bao lâu trước khi tập?,tu_van_tap_luyen
Tôi nên giảm món nào để ăn uống lành mạnh hơn?,tu_van_dinh_duong
Tôi áp lực vì không biết nên bắt đầu từ đâu,lo_lang_stress
Tôi cảm giác hơi sốt từ sáng nay,bao_sot
Tôi suy nghĩ quá nhiều về sai lầm của mình,lo_lang_stress
Tôi cảm giác đầy hơi trong bụng,bao_dau_bung
Tôi cần tư vấn về dinh dưỡng mỗi ngày,tu_van_dinh_duong
hôm nay tôi lười quá,other
Tôi bị sốt cao rồi giảm,bao_sot
Người tôi như đang phát nhiệt,bao_sot
Tôi cảm thấy người nóng ran giống như đang sốt,bao_sot
Tôi đau bụng dưới lúc đứng lên,bao_dau_bung
Đầu tôi nhói khi nghĩ nhiều,bao_dau_dau
Tôi bị ho nhẹ từ hôm qua,bao_ho
Những thực phẩm nào tốt cho tiêu hóa?,tu_van_dinh_duong
Tôi nên ăn bao nhiêu bữa một ngày,tu_van_dinh_duong
Bụng hơi đau mỗi khi đổi tư thế,bao_dau_bung
Tôi bị stress nặng vì chuyện gia đình,lo_lang_stress
Tôi nên tập gì để giữ cơ thể linh hoạt hơn?,tu_van_tap_luyen
Tôi bị đau đầu lúc tập trung lâu,bao_dau_dau
Tôi cần tư vấn ăn uống cho người hay mệt,tu_van_dinh_duong
Tôi bị nóng khắp lưng,bao_sot
Tôi thấy đầu hơi nặng khó chịu,bao_dau_dau
Tôi bị ho dai dẳng từ sáng,bao_ho
nãy giờ tôi đang tìm đồ ăn,other
Tôi thấy đầu buốt khi hít lạnh,bao_dau_dau
Tôi nên tập gì để cơ thể linh hoạt hơn?,tu_van_tap_luyen
Tôi cảm thấy yếu đuối cả người,bao_met_moi
Tôi bị nóng trong người và mệt mỏi,bao_sot
Bụng đầy hơi và khó chịu suốt buổi,bao_dau_bung
hôm nay tôi muốn nghỉ ngơi,other
Tôi bị đau bụng lúc đang đi bộ,bao_dau_bung
Bụng dưới lâu lâu đau nhói một cái,bao_dau_bung
Tôi nên chọn bài tập nào cho người mới bắt đầu?,tu_van_tap_luyen
Tôi mệt làm tôi không ăn nổi,bao_met_moi
Tôi bị ho khi thay đổi nhiệt độ,bao_ho
Tôi nên tập các bài đơn giản để duy trì mỗi ngày?,tu_van_tap_luyen
Tôi bị run rẩy nhẹ khi đứng lâu,bao_sot
Tôi bị đau bụng âm ỉ lúc mới thức dậy,bao_dau_bung
Đầu hơi căng sau khi vận động,bao_dau_dau
Đầu tôi đau nhẹ suốt buổi chiều,bao_dau_dau
hôm nay tôi hơi chán nản,other
Tôi muốn đổi sang chế độ ăn ít tinh bột,tu_van_dinh_duong
Tôi cảm giác sốt khi sờ trán thấy nóng,bao_sot
Tôi ho khan và hơi rát họng,bao_ho
Tôi lo khi có quá nhiều thông tin,lo_lang_stress
Bụng bị lâm râm cả buổi tối,bao_dau_bung
Tôi cảm thấy mình không khỏe,bao_met_moi
Tôi cảm thấy da nóng bất thường,bao_sot
Tôi đau bụng nhẹ không rõ lý do,bao_dau_bung
Tôi đau đầu nhẹ từ trưa,bao_dau_dau
Tôi bị nhức đầu mỗi tối,bao_dau_dau
Tôi bị sốt nhẹ kèm đau người,bao_sot
Tôi bị ho có đờm nhẹ sau khi ăn,bao_ho
tôi muốn học thêm nấu ăn,other
Tôi bị rét run khi đang làm việc,bao_sot
Tôi cần lời khuyên ăn uống hợp lý,tu_van_dinh_duong
Bụng cứ co nhẹ từng cơn,bao_dau_bung
giờ này ngoài đường đông không,other
Tôi bị nóng cơ thể dù thời tiết mát,bao_sot
Tôi đau bụng khi ăn hơi nhanh,bao_dau_bung
Bụng âm ỉ nhưng không quá đau,bao_dau_bung
Tôi muốn biết nên bổ sung chất gì,tu_van_dinh_duong
Tôi nên uống thêm sinh tố không?,tu_van_dinh_duong
Tôi áp lực khi phải chọn lựa quá nhiều thứ,lo_lang_stress
Tôi muốn thực đơn tránh mệt mỏi,tu_van_dinh_duong
Đầu tôi căng hai bên thái dương,bao_dau_dau
Tôi thấy đầu ong ong một lúc,bao_dau_dau
Tâm trí tôi không thể nghỉ ngơi được,lo_lang_stress
Tôi bị ho khan chập chờn,bao_ho
Tôi bị stress do mất ngủ nhiều ngày,lo_lang_stress
Tôi thấy lo khi không có ai bên cạnh,lo_lang_stress
Tôi thấy người cứ nóng bừng bất thường,bao_sot
Tôi thấy đầy hơi và khó chịu bụng,bao_dau_bung
Tôi bị căng tức bụng suốt buổi sáng,bao_dau_bung
Tôi bị sốt sau khi đi nắng,bao_sot
Tôi nghi mình bị sốt nhẹ,bao_sot
Tôi uể oải cả buổi,bao_met_moi
Tôi bị ho khi thời tiết thay đổi,bao_ho
Tôi muốn hỏi món ăn giàu chất đạm tự nhiên,tu_van_dinh_duong
Tôi ho có đờm hơi loãng,bao_ho
Tôi bị đầy hơi sau khi ăn,bao_dau_bung
Tôi bị ho khan thỉnh thoảng,bao_ho
Tôi muốn ăn uống điều độ hơn,tu_van_dinh_duong
Tôi lo lắng về công việc hiện tại,lo_lang_stress
Ho có đờm buổi sáng,bao_ho
Tôi mệt khi hoạt động nhẹ,bao_met_moi
Đầu tôi khó chịu suốt buổi sáng,bao_dau_dau
Tôi lo lắng khi ra ngoài,lo_lang_stress
Tôi bị ho vài tiếng nay,bao_ho
Tôi muốn giảm đường trong khẩu phần ăn,tu_van_dinh_duong
Tôi muốn hỏi món ăn nhẹ nhưng bổ dưỡng,tu_van_dinh_duong
Tôi ho khan nhiều khi nằm,bao_ho
Tôi thấy người rất mệt và không muốn làm gì,bao_met_moi
Tôi thấy đầu bị căng nhẹ,bao_dau_dau
Có món nào nên ăn thường xuyên để đủ chất không?,tu_van_dinh_duong
Tôi cảm thấy stress dù đang cố gắng bình tĩnh,lo_lang_stress
Tôi bị stress kéo dài,lo_lang_stress
Tôi bị mệt mỏi sau khi làm nhiều việc,bao_met_moi
Tôi căng thẳng khi phải đối mặt vấn đề lớn,lo_lang_stress
Tôi hay bị hồi hộp quá mức,lo_lang_stress
Tôi bị khó chịu bụng từ tối qua,bao_dau_bung
Tối qua bụng tôi bị đầy hơi,bao_dau_bung
Tôi đau đầu khi thức khuya,bao_dau_dau
Bụng đau âm ỉ khi đang làm việc,bao_dau_bung
Đầu tôi bị đau khi trời oi bức,bao_dau_dau
Tôi bị run người khi vừa tỉnh dậy,bao_sot
Ho khan khiến tôi mệt mỏi,bao_ho
Tôi áp lực vì lịch làm việc quá dày đặc,lo_lang_stress
"Tôi đang muốn tập lại sau thời gian nghỉ, nên tập gì?",tu_van_tap_luyen
Tôi bị nóng khi bị cảm,bao_sot
Tôi bị ho có đờm đặc vào sáng,bao_ho
Tôi thấy đầu quay nhẹ khi bước nhanh,bao_dau_dau
Tôi thấy bất an mỗi khi trời tối,lo_lang_stress
Người tôi xuống sức hẳn,bao_met_moi
Tôi cảm giác đầu hơi quay khi đói,bao_dau_dau
Có bài tập nào giúp cải thiện tinh thần không?,tu_van_tap_luyen
tôi mới thay avatar,other
Tôi thấy người nóng hơn bình thường rất nhiều,bao_sot
Tôi bị ho khan buổi tối,bao_ho
Tôi cảm thấy người nóng và chậm chạp,bao_sot
Tôi bị ho nhiều hơn vào ban đêm,bao_ho
Tôi muốn hỏi bài tập tốt cho tim mạch,tu_van_tap_luyen
Tôi yếu người và chậm chạp từ sáng,bao_met_moi
Tôi nên tập cardio hay tập sức mạnh nhiều hơn?,tu_van_tap_luyen
Tôi bị ho nhiều vào buổi sáng,bao_ho
Tôi thấy hơi choáng khi vừa đứng dậy,bao_dau_dau
Tôi nên uống gì để bổ sung năng lượng,tu_van_dinh_duong
Tôi bị nhức đầu khi ngồi lâu,bao_dau_dau
Tôi muốn hỏi bài tập nào tập nhanh mà hiệu quả,tu_van_tap_luyen
Bụng bị đau âm ỉ một bên,bao_dau_bung
Tôi nên tập luyện bao lâu để cải thiện sức khỏe?,tu_van_tap_luyen
Tôi vẫn hơi nhức đầu từ hôm qua,bao_dau_dau
Tôi muốn tập mà không tốn nhiều sức,tu_van_tap_luyen
Tôi cứ lo nghĩ mà không giải thích được lý do,lo_lang_stress
Người tôi mỏi rã rời,bao_met_moi
Tôi ho khi mệt mỏi,bao_ho
Tôi muốn tập các động tác đơn giản cho cơ thể,tu_van_tap_luyen
Tôi đau bụng cả sáng nay,bao_dau_bung
Tôi muốn hỏi bài tập tốt cho xương khớp,tu_van_tap_luyen
Có thực phẩm nào giúp bổ sung sắt tự nhiên không?,tu_van_dinh_duong
Tôi mệt nên chẳng muốn làm gì cả,bao_met_moi
Tôi bị ho khi nằm xuống,bao_ho
Người tôi yếu mệt suốt buổi,bao_met_moi
alo alo,other
Tôi cảm giác bụng dưới hơi cứng lại,bao_dau_bung
Đầu tôi đau khi căng thẳng nhiều ngày,bao_dau_dau
Tôi muốn tập để tăng sức chịu đựng,tu_van_tap_luyen
Tôi nên chọn loại sữa nào tốt cho sức khỏe?,tu_van_dinh_duong
Tôi muốn tập để khỏe hơn mỗi ngày,tu_van_tap_luyen
